,Unnamed: 0,image,depth,normal,control_geo
13,13,../../data/UnrealStereo4K/00000/Image0/00013.jpg,../../data/UnrealStereo4K/00000/Disp0/00013.npy,../../data/UnrealStereo4K/00000/normal/00013.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00013.png
14,14,../../data/UnrealStereo4K/00000/Image0/00014.jpg,../../data/UnrealStereo4K/00000/Disp0/00014.npy,../../data/UnrealStereo4K/00000/normal/00014.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00014.png
15,15,../../data/UnrealStereo4K/00000/Image0/00015.jpg,../../data/UnrealStereo4K/00000/Disp0/00015.npy,../../data/UnrealStereo4K/00000/normal/00015.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00015.png
16,16,../../data/UnrealStereo4K/00000/Image0/00016.jpg,../../data/UnrealStereo4K/00000/Disp0/00016.npy,../../data/UnrealStereo4K/00000/normal/00016.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00016.png
17,17,../../data/UnrealStereo4K/00000/Image0/00017.jpg,../../data/UnrealStereo4K/00000/Disp0/00017.npy,../../data/UnrealStereo4K/00000/normal/00017.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00017.png
18,18,../../data/UnrealStereo4K/00000/Image0/00018.jpg,../../data/UnrealStereo4K/00000/Disp0/00018.npy,../../data/UnrealStereo4K/00000/normal/00018.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00018.png
19,19,../../data/UnrealStereo4K/00000/Image0/00019.jpg,../../data/UnrealStereo4K/00000/Disp0/00019.npy,../../data/UnrealStereo4K/00000/normal/00019.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00019.png
20,20,../../data/UnrealStereo4K/00000/Image0/00020.jpg,../../data/UnrealStereo4K/00000/Disp0/00020.npy,../../data/UnrealStereo4K/00000/normal/00020.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00020.png
21,21,../../data/UnrealStereo4K/00000/Image0/00021.jpg,../../data/UnrealStereo4K/00000/Disp0/00021.npy,../../data/UnrealStereo4K/00000/normal/00021.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00021.png
22,22,../../data/UnrealStereo4K/00000/Image0/00022.jpg,../../data/UnrealStereo4K/00000/Disp0/00022.npy,../../data/UnrealStereo4K/00000/normal/00022.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00022.png
23,23,../../data/UnrealStereo4K/00000/Image0/00023.jpg,../../data/UnrealStereo4K/00000/Disp0/00023.npy,../../data/UnrealStereo4K/00000/normal/00023.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00023.png
24,24,../../data/UnrealStereo4K/00000/Image0/00024.jpg,../../data/UnrealStereo4K/00000/Disp0/00024.npy,../../data/UnrealStereo4K/00000/normal/00024.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00024.png
25,25,../../data/UnrealStereo4K/00000/Image0/00025.jpg,../../data/UnrealStereo4K/00000/Disp0/00025.npy,../../data/UnrealStereo4K/00000/normal/00025.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00025.png
26,26,../../data/UnrealStereo4K/00000/Image0/00026.jpg,../../data/UnrealStereo4K/00000/Disp0/00026.npy,../../data/UnrealStereo4K/00000/normal/00026.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00026.png
27,27,../../data/UnrealStereo4K/00000/Image0/00027.jpg,../../data/UnrealStereo4K/00000/Disp0/00027.npy,../../data/UnrealStereo4K/00000/normal/00027.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00027.png
28,28,../../data/UnrealStereo4K/00000/Image0/00028.jpg,../../data/UnrealStereo4K/00000/Disp0/00028.npy,../../data/UnrealStereo4K/00000/normal/00028.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00028.png
29,29,../../data/UnrealStereo4K/00000/Image0/00029.jpg,../../data/UnrealStereo4K/00000/Disp0/00029.npy,../../data/UnrealStereo4K/00000/normal/00029.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00029.png
30,30,../../data/UnrealStereo4K/00000/Image0/00030.jpg,../../data/UnrealStereo4K/00000/Disp0/00030.npy,../../data/UnrealStereo4K/00000/normal/00030.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00030.png
31,31,../../data/UnrealStereo4K/00000/Image0/00031.jpg,../../data/UnrealStereo4K/00000/Disp0/00031.npy,../../data/UnrealStereo4K/00000/normal/00031.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00031.png
32,32,../../data/UnrealStereo4K/00000/Image0/00032.jpg,../../data/UnrealStereo4K/00000/Disp0/00032.npy,../../data/UnrealStereo4K/00000/normal/00032.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00032.png
33,33,../../data/UnrealStereo4K/00000/Image0/00033.jpg,../../data/UnrealStereo4K/00000/Disp0/00033.npy,../../data/UnrealStereo4K/00000/normal/00033.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00033.png
34,34,../../data/UnrealStereo4K/00000/Image0/00034.jpg,../../data/UnrealStereo4K/00000/Disp0/00034.npy,../../data/UnrealStereo4K/00000/normal/00034.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00034.png
35,35,../../data/UnrealStereo4K/00000/Image0/00035.jpg,../../data/UnrealStereo4K/00000/Disp0/00035.npy,../../data/UnrealStereo4K/00000/normal/00035.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00035.png
36,36,../../data/UnrealStereo4K/00000/Image0/00036.jpg,../../data/UnrealStereo4K/00000/Disp0/00036.npy,../../data/UnrealStereo4K/00000/normal/00036.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00036.png
37,37,../../data/UnrealStereo4K/00000/Image0/00037.jpg,../../data/UnrealStereo4K/00000/Disp0/00037.npy,../../data/UnrealStereo4K/00000/normal/00037.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00037.png
38,38,../../data/UnrealStereo4K/00000/Image0/00038.jpg,../../data/UnrealStereo4K/00000/Disp0/00038.npy,../../data/UnrealStereo4K/00000/normal/00038.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00038.png
39,39,../../data/UnrealStereo4K/00000/Image0/00039.jpg,../../data/UnrealStereo4K/00000/Disp0/00039.npy,../../data/UnrealStereo4K/00000/normal/00039.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00039.png
40,40,../../data/UnrealStereo4K/00000/Image0/00040.jpg,../../data/UnrealStereo4K/00000/Disp0/00040.npy,../../data/UnrealStereo4K/00000/normal/00040.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00040.png
41,41,../../data/UnrealStereo4K/00000/Image0/00041.jpg,../../data/UnrealStereo4K/00000/Disp0/00041.npy,../../data/UnrealStereo4K/00000/normal/00041.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00041.png
42,42,../../data/UnrealStereo4K/00000/Image0/00042.jpg,../../data/UnrealStereo4K/00000/Disp0/00042.npy,../../data/UnrealStereo4K/00000/normal/00042.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00042.png
43,43,../../data/UnrealStereo4K/00000/Image0/00043.jpg,../../data/UnrealStereo4K/00000/Disp0/00043.npy,../../data/UnrealStereo4K/00000/normal/00043.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00043.png
44,44,../../data/UnrealStereo4K/00000/Image0/00044.jpg,../../data/UnrealStereo4K/00000/Disp0/00044.npy,../../data/UnrealStereo4K/00000/normal/00044.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00044.png
45,45,../../data/UnrealStereo4K/00000/Image0/00045.jpg,../../data/UnrealStereo4K/00000/Disp0/00045.npy,../../data/UnrealStereo4K/00000/normal/00045.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00045.png
46,46,../../data/UnrealStereo4K/00000/Image0/00046.jpg,../../data/UnrealStereo4K/00000/Disp0/00046.npy,../../data/UnrealStereo4K/00000/normal/00046.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00046.png
47,47,../../data/UnrealStereo4K/00000/Image0/00047.jpg,../../data/UnrealStereo4K/00000/Disp0/00047.npy,../../data/UnrealStereo4K/00000/normal/00047.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00047.png
48,48,../../data/UnrealStereo4K/00000/Image0/00048.jpg,../../data/UnrealStereo4K/00000/Disp0/00048.npy,../../data/UnrealStereo4K/00000/normal/00048.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00048.png
49,49,../../data/UnrealStereo4K/00000/Image0/00049.jpg,../../data/UnrealStereo4K/00000/Disp0/00049.npy,../../data/UnrealStereo4K/00000/normal/00049.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00049.png
50,50,../../data/UnrealStereo4K/00000/Image0/00050.jpg,../../data/UnrealStereo4K/00000/Disp0/00050.npy,../../data/UnrealStereo4K/00000/normal/00050.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00050.png
51,51,../../data/UnrealStereo4K/00000/Image0/00051.jpg,../../data/UnrealStereo4K/00000/Disp0/00051.npy,../../data/UnrealStereo4K/00000/normal/00051.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00051.png
52,52,../../data/UnrealStereo4K/00000/Image0/00052.jpg,../../data/UnrealStereo4K/00000/Disp0/00052.npy,../../data/UnrealStereo4K/00000/normal/00052.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00052.png
53,53,../../data/UnrealStereo4K/00000/Image0/00053.jpg,../../data/UnrealStereo4K/00000/Disp0/00053.npy,../../data/UnrealStereo4K/00000/normal/00053.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00053.png
54,54,../../data/UnrealStereo4K/00000/Image0/00054.jpg,../../data/UnrealStereo4K/00000/Disp0/00054.npy,../../data/UnrealStereo4K/00000/normal/00054.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00054.png
55,55,../../data/UnrealStereo4K/00000/Image0/00055.jpg,../../data/UnrealStereo4K/00000/Disp0/00055.npy,../../data/UnrealStereo4K/00000/normal/00055.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00055.png
56,56,../../data/UnrealStereo4K/00000/Image0/00056.jpg,../../data/UnrealStereo4K/00000/Disp0/00056.npy,../../data/UnrealStereo4K/00000/normal/00056.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00056.png
57,57,../../data/UnrealStereo4K/00000/Image0/00057.jpg,../../data/UnrealStereo4K/00000/Disp0/00057.npy,../../data/UnrealStereo4K/00000/normal/00057.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00057.png
58,58,../../data/UnrealStereo4K/00000/Image0/00058.jpg,../../data/UnrealStereo4K/00000/Disp0/00058.npy,../../data/UnrealStereo4K/00000/normal/00058.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00058.png
59,59,../../data/UnrealStereo4K/00000/Image0/00059.jpg,../../data/UnrealStereo4K/00000/Disp0/00059.npy,../../data/UnrealStereo4K/00000/normal/00059.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00059.png
60,60,../../data/UnrealStereo4K/00000/Image0/00060.jpg,../../data/UnrealStereo4K/00000/Disp0/00060.npy,../../data/UnrealStereo4K/00000/normal/00060.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00060.png
61,61,../../data/UnrealStereo4K/00000/Image0/00061.jpg,../../data/UnrealStereo4K/00000/Disp0/00061.npy,../../data/UnrealStereo4K/00000/normal/00061.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00061.png
62,62,../../data/UnrealStereo4K/00000/Image0/00062.jpg,../../data/UnrealStereo4K/00000/Disp0/00062.npy,../../data/UnrealStereo4K/00000/normal/00062.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00062.png
63,63,../../data/UnrealStereo4K/00000/Image0/00063.jpg,../../data/UnrealStereo4K/00000/Disp0/00063.npy,../../data/UnrealStereo4K/00000/normal/00063.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00063.png
64,64,../../data/UnrealStereo4K/00000/Image0/00064.jpg,../../data/UnrealStereo4K/00000/Disp0/00064.npy,../../data/UnrealStereo4K/00000/normal/00064.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00064.png
65,65,../../data/UnrealStereo4K/00000/Image0/00065.jpg,../../data/UnrealStereo4K/00000/Disp0/00065.npy,../../data/UnrealStereo4K/00000/normal/00065.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00065.png
66,66,../../data/UnrealStereo4K/00000/Image0/00066.jpg,../../data/UnrealStereo4K/00000/Disp0/00066.npy,../../data/UnrealStereo4K/00000/normal/00066.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00066.png
67,67,../../data/UnrealStereo4K/00000/Image0/00067.jpg,../../data/UnrealStereo4K/00000/Disp0/00067.npy,../../data/UnrealStereo4K/00000/normal/00067.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00067.png
68,68,../../data/UnrealStereo4K/00000/Image0/00068.jpg,../../data/UnrealStereo4K/00000/Disp0/00068.npy,../../data/UnrealStereo4K/00000/normal/00068.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00068.png
69,69,../../data/UnrealStereo4K/00000/Image0/00069.jpg,../../data/UnrealStereo4K/00000/Disp0/00069.npy,../../data/UnrealStereo4K/00000/normal/00069.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00069.png
70,70,../../data/UnrealStereo4K/00000/Image0/00070.jpg,../../data/UnrealStereo4K/00000/Disp0/00070.npy,../../data/UnrealStereo4K/00000/normal/00070.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00070.png
71,71,../../data/UnrealStereo4K/00000/Image0/00071.jpg,../../data/UnrealStereo4K/00000/Disp0/00071.npy,../../data/UnrealStereo4K/00000/normal/00071.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00071.png
72,72,../../data/UnrealStereo4K/00000/Image0/00072.jpg,../../data/UnrealStereo4K/00000/Disp0/00072.npy,../../data/UnrealStereo4K/00000/normal/00072.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00072.png
73,73,../../data/UnrealStereo4K/00000/Image0/00073.jpg,../../data/UnrealStereo4K/00000/Disp0/00073.npy,../../data/UnrealStereo4K/00000/normal/00073.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00073.png
74,74,../../data/UnrealStereo4K/00000/Image0/00074.jpg,../../data/UnrealStereo4K/00000/Disp0/00074.npy,../../data/UnrealStereo4K/00000/normal/00074.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00074.png
75,75,../../data/UnrealStereo4K/00000/Image0/00075.jpg,../../data/UnrealStereo4K/00000/Disp0/00075.npy,../../data/UnrealStereo4K/00000/normal/00075.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00075.png
76,76,../../data/UnrealStereo4K/00000/Image0/00076.jpg,../../data/UnrealStereo4K/00000/Disp0/00076.npy,../../data/UnrealStereo4K/00000/normal/00076.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00076.png
77,77,../../data/UnrealStereo4K/00000/Image0/00077.jpg,../../data/UnrealStereo4K/00000/Disp0/00077.npy,../../data/UnrealStereo4K/00000/normal/00077.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00077.png
78,78,../../data/UnrealStereo4K/00000/Image0/00078.jpg,../../data/UnrealStereo4K/00000/Disp0/00078.npy,../../data/UnrealStereo4K/00000/normal/00078.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00078.png
79,79,../../data/UnrealStereo4K/00000/Image0/00079.jpg,../../data/UnrealStereo4K/00000/Disp0/00079.npy,../../data/UnrealStereo4K/00000/normal/00079.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00079.png
80,80,../../data/UnrealStereo4K/00000/Image0/00080.jpg,../../data/UnrealStereo4K/00000/Disp0/00080.npy,../../data/UnrealStereo4K/00000/normal/00080.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00080.png
81,81,../../data/UnrealStereo4K/00000/Image0/00081.jpg,../../data/UnrealStereo4K/00000/Disp0/00081.npy,../../data/UnrealStereo4K/00000/normal/00081.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00081.png
82,82,../../data/UnrealStereo4K/00000/Image0/00082.jpg,../../data/UnrealStereo4K/00000/Disp0/00082.npy,../../data/UnrealStereo4K/00000/normal/00082.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00082.png
83,83,../../data/UnrealStereo4K/00000/Image0/00083.jpg,../../data/UnrealStereo4K/00000/Disp0/00083.npy,../../data/UnrealStereo4K/00000/normal/00083.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00083.png
84,84,../../data/UnrealStereo4K/00000/Image0/00084.jpg,../../data/UnrealStereo4K/00000/Disp0/00084.npy,../../data/UnrealStereo4K/00000/normal/00084.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00084.png
85,85,../../data/UnrealStereo4K/00000/Image0/00085.jpg,../../data/UnrealStereo4K/00000/Disp0/00085.npy,../../data/UnrealStereo4K/00000/normal/00085.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00085.png
86,86,../../data/UnrealStereo4K/00000/Image0/00086.jpg,../../data/UnrealStereo4K/00000/Disp0/00086.npy,../../data/UnrealStereo4K/00000/normal/00086.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00086.png
87,87,../../data/UnrealStereo4K/00000/Image0/00087.jpg,../../data/UnrealStereo4K/00000/Disp0/00087.npy,../../data/UnrealStereo4K/00000/normal/00087.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00087.png
88,88,../../data/UnrealStereo4K/00000/Image0/00088.jpg,../../data/UnrealStereo4K/00000/Disp0/00088.npy,../../data/UnrealStereo4K/00000/normal/00088.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00088.png
89,89,../../data/UnrealStereo4K/00000/Image0/00089.jpg,../../data/UnrealStereo4K/00000/Disp0/00089.npy,../../data/UnrealStereo4K/00000/normal/00089.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00089.png
90,90,../../data/UnrealStereo4K/00000/Image0/00090.jpg,../../data/UnrealStereo4K/00000/Disp0/00090.npy,../../data/UnrealStereo4K/00000/normal/00090.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00090.png
91,91,../../data/UnrealStereo4K/00000/Image0/00091.jpg,../../data/UnrealStereo4K/00000/Disp0/00091.npy,../../data/UnrealStereo4K/00000/normal/00091.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00091.png
92,92,../../data/UnrealStereo4K/00000/Image0/00092.jpg,../../data/UnrealStereo4K/00000/Disp0/00092.npy,../../data/UnrealStereo4K/00000/normal/00092.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00092.png
93,93,../../data/UnrealStereo4K/00000/Image0/00093.jpg,../../data/UnrealStereo4K/00000/Disp0/00093.npy,../../data/UnrealStereo4K/00000/normal/00093.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00093.png
94,94,../../data/UnrealStereo4K/00000/Image0/00094.jpg,../../data/UnrealStereo4K/00000/Disp0/00094.npy,../../data/UnrealStereo4K/00000/normal/00094.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00094.png
95,95,../../data/UnrealStereo4K/00000/Image0/00095.jpg,../../data/UnrealStereo4K/00000/Disp0/00095.npy,../../data/UnrealStereo4K/00000/normal/00095.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00095.png
96,96,../../data/UnrealStereo4K/00000/Image0/00096.jpg,../../data/UnrealStereo4K/00000/Disp0/00096.npy,../../data/UnrealStereo4K/00000/normal/00096.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00096.png
97,97,../../data/UnrealStereo4K/00000/Image0/00097.jpg,../../data/UnrealStereo4K/00000/Disp0/00097.npy,../../data/UnrealStereo4K/00000/normal/00097.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00097.png
98,98,../../data/UnrealStereo4K/00000/Image0/00098.jpg,../../data/UnrealStereo4K/00000/Disp0/00098.npy,../../data/UnrealStereo4K/00000/normal/00098.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00098.png
99,99,../../data/UnrealStereo4K/00000/Image0/00099.jpg,../../data/UnrealStereo4K/00000/Disp0/00099.npy,../../data/UnrealStereo4K/00000/normal/00099.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00099.png
100,100,../../data/UnrealStereo4K/00000/Image0/00100.jpg,../../data/UnrealStereo4K/00000/Disp0/00100.npy,../../data/UnrealStereo4K/00000/normal/00100.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00100.png
101,101,../../data/UnrealStereo4K/00000/Image0/00101.jpg,../../data/UnrealStereo4K/00000/Disp0/00101.npy,../../data/UnrealStereo4K/00000/normal/00101.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00101.png
102,102,../../data/UnrealStereo4K/00000/Image0/00102.jpg,../../data/UnrealStereo4K/00000/Disp0/00102.npy,../../data/UnrealStereo4K/00000/normal/00102.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00102.png
103,103,../../data/UnrealStereo4K/00000/Image0/00103.jpg,../../data/UnrealStereo4K/00000/Disp0/00103.npy,../../data/UnrealStereo4K/00000/normal/00103.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00103.png
104,104,../../data/UnrealStereo4K/00000/Image0/00104.jpg,../../data/UnrealStereo4K/00000/Disp0/00104.npy,../../data/UnrealStereo4K/00000/normal/00104.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00104.png
105,105,../../data/UnrealStereo4K/00000/Image0/00105.jpg,../../data/UnrealStereo4K/00000/Disp0/00105.npy,../../data/UnrealStereo4K/00000/normal/00105.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00105.png
106,106,../../data/UnrealStereo4K/00000/Image0/00106.jpg,../../data/UnrealStereo4K/00000/Disp0/00106.npy,../../data/UnrealStereo4K/00000/normal/00106.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00106.png
107,107,../../data/UnrealStereo4K/00000/Image0/00107.jpg,../../data/UnrealStereo4K/00000/Disp0/00107.npy,../../data/UnrealStereo4K/00000/normal/00107.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00107.png
108,108,../../data/UnrealStereo4K/00000/Image0/00108.jpg,../../data/UnrealStereo4K/00000/Disp0/00108.npy,../../data/UnrealStereo4K/00000/normal/00108.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00108.png
109,109,../../data/UnrealStereo4K/00000/Image0/00109.jpg,../../data/UnrealStereo4K/00000/Disp0/00109.npy,../../data/UnrealStereo4K/00000/normal/00109.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00109.png
110,110,../../data/UnrealStereo4K/00000/Image0/00110.jpg,../../data/UnrealStereo4K/00000/Disp0/00110.npy,../../data/UnrealStereo4K/00000/normal/00110.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00110.png
111,111,../../data/UnrealStereo4K/00000/Image0/00111.jpg,../../data/UnrealStereo4K/00000/Disp0/00111.npy,../../data/UnrealStereo4K/00000/normal/00111.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00111.png
112,112,../../data/UnrealStereo4K/00000/Image0/00112.jpg,../../data/UnrealStereo4K/00000/Disp0/00112.npy,../../data/UnrealStereo4K/00000/normal/00112.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00112.png
113,113,../../data/UnrealStereo4K/00000/Image0/00113.jpg,../../data/UnrealStereo4K/00000/Disp0/00113.npy,../../data/UnrealStereo4K/00000/normal/00113.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00113.png
114,114,../../data/UnrealStereo4K/00000/Image0/00114.jpg,../../data/UnrealStereo4K/00000/Disp0/00114.npy,../../data/UnrealStereo4K/00000/normal/00114.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00114.png
115,115,../../data/UnrealStereo4K/00000/Image0/00115.jpg,../../data/UnrealStereo4K/00000/Disp0/00115.npy,../../data/UnrealStereo4K/00000/normal/00115.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00115.png
116,116,../../data/UnrealStereo4K/00000/Image0/00116.jpg,../../data/UnrealStereo4K/00000/Disp0/00116.npy,../../data/UnrealStereo4K/00000/normal/00116.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00116.png
117,117,../../data/UnrealStereo4K/00000/Image0/00117.jpg,../../data/UnrealStereo4K/00000/Disp0/00117.npy,../../data/UnrealStereo4K/00000/normal/00117.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00117.png
118,118,../../data/UnrealStereo4K/00000/Image0/00118.jpg,../../data/UnrealStereo4K/00000/Disp0/00118.npy,../../data/UnrealStereo4K/00000/normal/00118.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00118.png
119,119,../../data/UnrealStereo4K/00000/Image0/00119.jpg,../../data/UnrealStereo4K/00000/Disp0/00119.npy,../../data/UnrealStereo4K/00000/normal/00119.png,../../data/depthanything/UnrealStereo4K/00000/Image0/00119.png
