,image,depth,normal,control_geo
27,../../data/IRS/OfficeMedley3_BL2/l_02356.png,../../data/IRS/OfficeMedley3_BL2/d_02356.exr,../../data/IRS/OfficeMedley3_BL2/n_02356.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02356.png
28,../../data/IRS/OfficeMedley3_BL2/l_02357.png,../../data/IRS/OfficeMedley3_BL2/d_02357.exr,../../data/IRS/OfficeMedley3_BL2/n_02357.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02357.png
29,../../data/IRS/OfficeMedley3_BL2/l_02358.png,../../data/IRS/OfficeMedley3_BL2/d_02358.exr,../../data/IRS/OfficeMedley3_BL2/n_02358.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02358.png
30,../../data/IRS/OfficeMedley3_BL2/l_02359.png,../../data/IRS/OfficeMedley3_BL2/d_02359.exr,../../data/IRS/OfficeMedley3_BL2/n_02359.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02359.png
31,../../data/IRS/OfficeMedley3_BL2/l_02361.png,../../data/IRS/OfficeMedley3_BL2/d_02361.exr,../../data/IRS/OfficeMedley3_BL2/n_02361.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02361.png
32,../../data/IRS/OfficeMedley3_BL2/l_02362.png,../../data/IRS/OfficeMedley3_BL2/d_02362.exr,../../data/IRS/OfficeMedley3_BL2/n_02362.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02362.png
33,../../data/IRS/OfficeMedley3_BL2/l_02363.png,../../data/IRS/OfficeMedley3_BL2/d_02363.exr,../../data/IRS/OfficeMedley3_BL2/n_02363.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02363.png
34,../../data/IRS/OfficeMedley3_BL2/l_02364.png,../../data/IRS/OfficeMedley3_BL2/d_02364.exr,../../data/IRS/OfficeMedley3_BL2/n_02364.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02364.png
35,../../data/IRS/OfficeMedley3_BL2/l_02365.png,../../data/IRS/OfficeMedley3_BL2/d_02365.exr,../../data/IRS/OfficeMedley3_BL2/n_02365.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02365.png
36,../../data/IRS/OfficeMedley3_BL2/l_02366.png,../../data/IRS/OfficeMedley3_BL2/d_02366.exr,../../data/IRS/OfficeMedley3_BL2/n_02366.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02366.png
37,../../data/IRS/OfficeMedley3_BL2/l_02367.png,../../data/IRS/OfficeMedley3_BL2/d_02367.exr,../../data/IRS/OfficeMedley3_BL2/n_02367.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02367.png
38,../../data/IRS/OfficeMedley3_BL2/l_02368.png,../../data/IRS/OfficeMedley3_BL2/d_02368.exr,../../data/IRS/OfficeMedley3_BL2/n_02368.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02368.png
39,../../data/IRS/OfficeMedley3_BL2/l_02369.png,../../data/IRS/OfficeMedley3_BL2/d_02369.exr,../../data/IRS/OfficeMedley3_BL2/n_02369.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02369.png
40,../../data/IRS/OfficeMedley3_BL2/l_02370.png,../../data/IRS/OfficeMedley3_BL2/d_02370.exr,../../data/IRS/OfficeMedley3_BL2/n_02370.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02370.png
41,../../data/IRS/OfficeMedley3_BL2/l_02371.png,../../data/IRS/OfficeMedley3_BL2/d_02371.exr,../../data/IRS/OfficeMedley3_BL2/n_02371.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02371.png
42,../../data/IRS/OfficeMedley3_BL2/l_02372.png,../../data/IRS/OfficeMedley3_BL2/d_02372.exr,../../data/IRS/OfficeMedley3_BL2/n_02372.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02372.png
43,../../data/IRS/OfficeMedley3_BL2/l_02373.png,../../data/IRS/OfficeMedley3_BL2/d_02373.exr,../../data/IRS/OfficeMedley3_BL2/n_02373.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02373.png
44,../../data/IRS/OfficeMedley3_BL2/l_02374.png,../../data/IRS/OfficeMedley3_BL2/d_02374.exr,../../data/IRS/OfficeMedley3_BL2/n_02374.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02374.png
45,../../data/IRS/OfficeMedley3_BL2/l_02375.png,../../data/IRS/OfficeMedley3_BL2/d_02375.exr,../../data/IRS/OfficeMedley3_BL2/n_02375.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02375.png
46,../../data/IRS/OfficeMedley3_BL2/l_02376.png,../../data/IRS/OfficeMedley3_BL2/d_02376.exr,../../data/IRS/OfficeMedley3_BL2/n_02376.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02376.png
47,../../data/IRS/OfficeMedley3_BL2/l_02384.png,../../data/IRS/OfficeMedley3_BL2/d_02384.exr,../../data/IRS/OfficeMedley3_BL2/n_02384.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02384.png
48,../../data/IRS/OfficeMedley3_BL2/l_02385.png,../../data/IRS/OfficeMedley3_BL2/d_02385.exr,../../data/IRS/OfficeMedley3_BL2/n_02385.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02385.png
49,../../data/IRS/OfficeMedley3_BL2/l_02386.png,../../data/IRS/OfficeMedley3_BL2/d_02386.exr,../../data/IRS/OfficeMedley3_BL2/n_02386.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02386.png
50,../../data/IRS/OfficeMedley3_BL2/l_02387.png,../../data/IRS/OfficeMedley3_BL2/d_02387.exr,../../data/IRS/OfficeMedley3_BL2/n_02387.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02387.png
51,../../data/IRS/OfficeMedley3_BL2/l_02388.png,../../data/IRS/OfficeMedley3_BL2/d_02388.exr,../../data/IRS/OfficeMedley3_BL2/n_02388.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02388.png
52,../../data/IRS/OfficeMedley3_BL2/l_02389.png,../../data/IRS/OfficeMedley3_BL2/d_02389.exr,../../data/IRS/OfficeMedley3_BL2/n_02389.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02389.png
53,../../data/IRS/OfficeMedley3_BL2/l_02390.png,../../data/IRS/OfficeMedley3_BL2/d_02390.exr,../../data/IRS/OfficeMedley3_BL2/n_02390.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02390.png
54,../../data/IRS/OfficeMedley3_BL2/l_02391.png,../../data/IRS/OfficeMedley3_BL2/d_02391.exr,../../data/IRS/OfficeMedley3_BL2/n_02391.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02391.png
55,../../data/IRS/OfficeMedley3_BL2/l_02392.png,../../data/IRS/OfficeMedley3_BL2/d_02392.exr,../../data/IRS/OfficeMedley3_BL2/n_02392.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02392.png
56,../../data/IRS/OfficeMedley3_BL2/l_02393.png,../../data/IRS/OfficeMedley3_BL2/d_02393.exr,../../data/IRS/OfficeMedley3_BL2/n_02393.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02393.png
57,../../data/IRS/OfficeMedley3_BL2/l_02394.png,../../data/IRS/OfficeMedley3_BL2/d_02394.exr,../../data/IRS/OfficeMedley3_BL2/n_02394.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02394.png
58,../../data/IRS/OfficeMedley3_BL2/l_02395.png,../../data/IRS/OfficeMedley3_BL2/d_02395.exr,../../data/IRS/OfficeMedley3_BL2/n_02395.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02395.png
59,../../data/IRS/OfficeMedley3_BL2/l_02396.png,../../data/IRS/OfficeMedley3_BL2/d_02396.exr,../../data/IRS/OfficeMedley3_BL2/n_02396.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02396.png
60,../../data/IRS/OfficeMedley3_BL2/l_02397.png,../../data/IRS/OfficeMedley3_BL2/d_02397.exr,../../data/IRS/OfficeMedley3_BL2/n_02397.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02397.png
61,../../data/IRS/OfficeMedley3_BL2/l_02398.png,../../data/IRS/OfficeMedley3_BL2/d_02398.exr,../../data/IRS/OfficeMedley3_BL2/n_02398.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02398.png
62,../../data/IRS/OfficeMedley3_BL2/l_02399.png,../../data/IRS/OfficeMedley3_BL2/d_02399.exr,../../data/IRS/OfficeMedley3_BL2/n_02399.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02399.png
63,../../data/IRS/OfficeMedley3_BL2/l_02401.png,../../data/IRS/OfficeMedley3_BL2/d_02401.exr,../../data/IRS/OfficeMedley3_BL2/n_02401.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02401.png
64,../../data/IRS/OfficeMedley3_BL2/l_02402.png,../../data/IRS/OfficeMedley3_BL2/d_02402.exr,../../data/IRS/OfficeMedley3_BL2/n_02402.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02402.png
65,../../data/IRS/OfficeMedley3_BL2/l_02403.png,../../data/IRS/OfficeMedley3_BL2/d_02403.exr,../../data/IRS/OfficeMedley3_BL2/n_02403.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02403.png
66,../../data/IRS/OfficeMedley3_BL2/l_02404.png,../../data/IRS/OfficeMedley3_BL2/d_02404.exr,../../data/IRS/OfficeMedley3_BL2/n_02404.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02404.png
67,../../data/IRS/OfficeMedley3_BL2/l_02405.png,../../data/IRS/OfficeMedley3_BL2/d_02405.exr,../../data/IRS/OfficeMedley3_BL2/n_02405.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02405.png
68,../../data/IRS/OfficeMedley3_BL2/l_02406.png,../../data/IRS/OfficeMedley3_BL2/d_02406.exr,../../data/IRS/OfficeMedley3_BL2/n_02406.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02406.png
69,../../data/IRS/OfficeMedley3_BL2/l_02407.png,../../data/IRS/OfficeMedley3_BL2/d_02407.exr,../../data/IRS/OfficeMedley3_BL2/n_02407.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02407.png
70,../../data/IRS/OfficeMedley3_BL2/l_02408.png,../../data/IRS/OfficeMedley3_BL2/d_02408.exr,../../data/IRS/OfficeMedley3_BL2/n_02408.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02408.png
71,../../data/IRS/OfficeMedley3_BL2/l_02409.png,../../data/IRS/OfficeMedley3_BL2/d_02409.exr,../../data/IRS/OfficeMedley3_BL2/n_02409.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02409.png
72,../../data/IRS/OfficeMedley3_BL2/l_02410.png,../../data/IRS/OfficeMedley3_BL2/d_02410.exr,../../data/IRS/OfficeMedley3_BL2/n_02410.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02410.png
73,../../data/IRS/OfficeMedley3_BL2/l_02411.png,../../data/IRS/OfficeMedley3_BL2/d_02411.exr,../../data/IRS/OfficeMedley3_BL2/n_02411.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02411.png
74,../../data/IRS/OfficeMedley3_BL2/l_02412.png,../../data/IRS/OfficeMedley3_BL2/d_02412.exr,../../data/IRS/OfficeMedley3_BL2/n_02412.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02412.png
75,../../data/IRS/OfficeMedley3_BL2/l_02413.png,../../data/IRS/OfficeMedley3_BL2/d_02413.exr,../../data/IRS/OfficeMedley3_BL2/n_02413.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02413.png
76,../../data/IRS/OfficeMedley3_BL2/l_02414.png,../../data/IRS/OfficeMedley3_BL2/d_02414.exr,../../data/IRS/OfficeMedley3_BL2/n_02414.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02414.png
77,../../data/IRS/OfficeMedley3_BL2/l_02415.png,../../data/IRS/OfficeMedley3_BL2/d_02415.exr,../../data/IRS/OfficeMedley3_BL2/n_02415.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02415.png
78,../../data/IRS/OfficeMedley3_BL2/l_02416.png,../../data/IRS/OfficeMedley3_BL2/d_02416.exr,../../data/IRS/OfficeMedley3_BL2/n_02416.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02416.png
79,../../data/IRS/OfficeMedley3_BL2/l_02417.png,../../data/IRS/OfficeMedley3_BL2/d_02417.exr,../../data/IRS/OfficeMedley3_BL2/n_02417.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02417.png
80,../../data/IRS/OfficeMedley3_BL2/l_02418.png,../../data/IRS/OfficeMedley3_BL2/d_02418.exr,../../data/IRS/OfficeMedley3_BL2/n_02418.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02418.png
81,../../data/IRS/OfficeMedley3_BL2/l_02419.png,../../data/IRS/OfficeMedley3_BL2/d_02419.exr,../../data/IRS/OfficeMedley3_BL2/n_02419.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02419.png
82,../../data/IRS/OfficeMedley3_BL2/l_02421.png,../../data/IRS/OfficeMedley3_BL2/d_02421.exr,../../data/IRS/OfficeMedley3_BL2/n_02421.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02421.png
83,../../data/IRS/OfficeMedley3_BL2/l_02422.png,../../data/IRS/OfficeMedley3_BL2/d_02422.exr,../../data/IRS/OfficeMedley3_BL2/n_02422.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02422.png
84,../../data/IRS/OfficeMedley3_BL2/l_02423.png,../../data/IRS/OfficeMedley3_BL2/d_02423.exr,../../data/IRS/OfficeMedley3_BL2/n_02423.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02423.png
85,../../data/IRS/OfficeMedley3_BL2/l_02424.png,../../data/IRS/OfficeMedley3_BL2/d_02424.exr,../../data/IRS/OfficeMedley3_BL2/n_02424.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02424.png
86,../../data/IRS/OfficeMedley3_BL2/l_02425.png,../../data/IRS/OfficeMedley3_BL2/d_02425.exr,../../data/IRS/OfficeMedley3_BL2/n_02425.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02425.png
87,../../data/IRS/OfficeMedley3_BL2/l_02426.png,../../data/IRS/OfficeMedley3_BL2/d_02426.exr,../../data/IRS/OfficeMedley3_BL2/n_02426.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02426.png
88,../../data/IRS/OfficeMedley3_BL2/l_02427.png,../../data/IRS/OfficeMedley3_BL2/d_02427.exr,../../data/IRS/OfficeMedley3_BL2/n_02427.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02427.png
89,../../data/IRS/OfficeMedley3_BL2/l_02428.png,../../data/IRS/OfficeMedley3_BL2/d_02428.exr,../../data/IRS/OfficeMedley3_BL2/n_02428.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02428.png
90,../../data/IRS/OfficeMedley3_BL2/l_02429.png,../../data/IRS/OfficeMedley3_BL2/d_02429.exr,../../data/IRS/OfficeMedley3_BL2/n_02429.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02429.png
91,../../data/IRS/OfficeMedley3_BL2/l_02430.png,../../data/IRS/OfficeMedley3_BL2/d_02430.exr,../../data/IRS/OfficeMedley3_BL2/n_02430.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02430.png
92,../../data/IRS/OfficeMedley3_BL2/l_02431.png,../../data/IRS/OfficeMedley3_BL2/d_02431.exr,../../data/IRS/OfficeMedley3_BL2/n_02431.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02431.png
93,../../data/IRS/OfficeMedley3_BL2/l_02432.png,../../data/IRS/OfficeMedley3_BL2/d_02432.exr,../../data/IRS/OfficeMedley3_BL2/n_02432.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02432.png
94,../../data/IRS/OfficeMedley3_BL2/l_02433.png,../../data/IRS/OfficeMedley3_BL2/d_02433.exr,../../data/IRS/OfficeMedley3_BL2/n_02433.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02433.png
95,../../data/IRS/OfficeMedley3_BL2/l_02434.png,../../data/IRS/OfficeMedley3_BL2/d_02434.exr,../../data/IRS/OfficeMedley3_BL2/n_02434.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02434.png
96,../../data/IRS/OfficeMedley3_BL2/l_02435.png,../../data/IRS/OfficeMedley3_BL2/d_02435.exr,../../data/IRS/OfficeMedley3_BL2/n_02435.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02435.png
97,../../data/IRS/OfficeMedley3_BL2/l_02436.png,../../data/IRS/OfficeMedley3_BL2/d_02436.exr,../../data/IRS/OfficeMedley3_BL2/n_02436.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02436.png
98,../../data/IRS/OfficeMedley3_BL2/l_02437.png,../../data/IRS/OfficeMedley3_BL2/d_02437.exr,../../data/IRS/OfficeMedley3_BL2/n_02437.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02437.png
99,../../data/IRS/OfficeMedley3_BL2/l_02438.png,../../data/IRS/OfficeMedley3_BL2/d_02438.exr,../../data/IRS/OfficeMedley3_BL2/n_02438.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02438.png
100,../../data/IRS/OfficeMedley3_BL2/l_02441.png,../../data/IRS/OfficeMedley3_BL2/d_02441.exr,../../data/IRS/OfficeMedley3_BL2/n_02441.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02441.png
101,../../data/IRS/OfficeMedley3_BL2/l_02442.png,../../data/IRS/OfficeMedley3_BL2/d_02442.exr,../../data/IRS/OfficeMedley3_BL2/n_02442.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02442.png
102,../../data/IRS/OfficeMedley3_BL2/l_02443.png,../../data/IRS/OfficeMedley3_BL2/d_02443.exr,../../data/IRS/OfficeMedley3_BL2/n_02443.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02443.png
103,../../data/IRS/OfficeMedley3_BL2/l_02444.png,../../data/IRS/OfficeMedley3_BL2/d_02444.exr,../../data/IRS/OfficeMedley3_BL2/n_02444.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02444.png
104,../../data/IRS/OfficeMedley3_BL2/l_02445.png,../../data/IRS/OfficeMedley3_BL2/d_02445.exr,../../data/IRS/OfficeMedley3_BL2/n_02445.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02445.png
105,../../data/IRS/OfficeMedley3_BL2/l_02446.png,../../data/IRS/OfficeMedley3_BL2/d_02446.exr,../../data/IRS/OfficeMedley3_BL2/n_02446.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02446.png
106,../../data/IRS/OfficeMedley3_BL2/l_02447.png,../../data/IRS/OfficeMedley3_BL2/d_02447.exr,../../data/IRS/OfficeMedley3_BL2/n_02447.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02447.png
107,../../data/IRS/OfficeMedley3_BL2/l_02448.png,../../data/IRS/OfficeMedley3_BL2/d_02448.exr,../../data/IRS/OfficeMedley3_BL2/n_02448.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02448.png
108,../../data/IRS/OfficeMedley3_BL2/l_02449.png,../../data/IRS/OfficeMedley3_BL2/d_02449.exr,../../data/IRS/OfficeMedley3_BL2/n_02449.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02449.png
109,../../data/IRS/OfficeMedley3_BL2/l_02450.png,../../data/IRS/OfficeMedley3_BL2/d_02450.exr,../../data/IRS/OfficeMedley3_BL2/n_02450.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02450.png
110,../../data/IRS/OfficeMedley3_BL2/l_02451.png,../../data/IRS/OfficeMedley3_BL2/d_02451.exr,../../data/IRS/OfficeMedley3_BL2/n_02451.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02451.png
111,../../data/IRS/OfficeMedley3_BL2/l_02452.png,../../data/IRS/OfficeMedley3_BL2/d_02452.exr,../../data/IRS/OfficeMedley3_BL2/n_02452.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02452.png
112,../../data/IRS/OfficeMedley3_BL2/l_02453.png,../../data/IRS/OfficeMedley3_BL2/d_02453.exr,../../data/IRS/OfficeMedley3_BL2/n_02453.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02453.png
113,../../data/IRS/OfficeMedley3_BL2/l_02454.png,../../data/IRS/OfficeMedley3_BL2/d_02454.exr,../../data/IRS/OfficeMedley3_BL2/n_02454.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02454.png
114,../../data/IRS/OfficeMedley3_BL2/l_02455.png,../../data/IRS/OfficeMedley3_BL2/d_02455.exr,../../data/IRS/OfficeMedley3_BL2/n_02455.exr,../../data/depthanything/IRS/OfficeMedley3_BL2/l_02455.png
