,image,depth,dataset,normal,control_geo
30,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00030.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00030.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00030.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00030.png
31,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00031.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00031.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00031.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00031.png
32,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00032.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00032.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00032.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00032.png
33,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00033.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00033.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00033.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00033.png
34,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00034.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00034.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00034.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00034.png
35,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00035.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00035.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00035.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00035.png
36,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00036.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00036.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00036.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00036.png
37,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00037.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00037.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00037.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00037.png
38,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00038.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00038.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00038.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00038.png
39,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00039.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00039.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00039.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00039.png
40,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00040.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00040.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00040.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00040.png
41,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00041.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00041.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00041.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00041.png
42,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00042.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00042.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00042.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00042.png
43,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00043.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00043.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00043.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00043.png
44,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00044.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00044.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00044.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00044.png
45,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00045.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00045.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00045.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00045.png
46,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00046.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00046.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00046.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00046.png
47,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00047.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00047.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00047.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00047.png
48,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00048.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00048.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00048.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00048.png
49,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00049.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00049.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00049.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00049.png
50,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00050.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00050.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00050.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00050.png
51,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00051.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00051.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00051.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00051.png
52,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00052.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00052.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00052.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00052.png
53,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00053.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00053.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00053.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00053.png
54,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00054.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00054.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00054.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00054.png
55,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00055.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00055.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00055.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00055.png
56,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00056.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00056.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00056.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00056.png
57,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00057.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00057.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00057.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00057.png
58,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00058.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00058.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00058.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00058.png
59,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00059.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00059.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00059.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00059.png
60,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00060.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00060.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00060.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00060.png
61,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00061.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00061.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00061.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00061.png
62,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00062.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00062.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00062.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00062.png
63,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00063.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00063.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00063.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00063.png
64,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00064.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00064.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00064.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00064.png
65,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00065.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00065.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00065.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00065.png
66,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00066.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00066.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00066.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00066.png
67,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00067.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00067.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00067.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00067.png
68,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00068.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00068.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00068.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00068.png
69,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00069.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00069.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00069.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00069.png
70,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00070.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00070.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00070.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00070.png
71,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00071.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00071.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00071.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00071.png
72,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00072.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00072.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00072.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00072.png
73,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00073.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00073.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00073.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00073.png
74,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00074.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00074.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00074.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00074.png
75,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00075.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00075.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00075.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00075.png
76,../../data/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00076.jpg,../../data/vkitti/depth/Scene02/clone/frames/depth/Camera_0/depth_00076.png,vkitti,../../data/vkitti/normal/Scene02/clone/frames/normal/Camera_0/normal_00076.png,../../data/depthanything/vkitti/rgb/Scene02/clone/frames/rgb/Camera_0/rgb_00076.png
